Company Name,Ticker,Period Ending,Month and Year,Corresponding Date,Last Sale Price,Revenue ($M),Gross Profit Margin,EBITDA ($M),EBITDA Margin,Net Income ($M),Normalized Net Income ($M),Normalized Net Income Margin,Normalized Basic EPS,Diluted EPS incl extra items,Primary Industry,Debt to Equity,Current Ratio,EBITDA/Int Expense,US YOY CPI,Unemployment Rate,Fed Funds Rate,Book Value/Share,Year,Last Sale Price Change From Baseline (%),Revenue ($M) Change From Baseline (%),EBITDA ($M) Change From Baseline (%)
"Gartner, Inc.",NYSE:IT,FQ22019,Jun2019,2019-06-30,160.94,1070.882,0.637682,167.007,0.137184,103.406,56.655,0.052904,0.62872,1.13,IT Consulting & Other Services ,3.202288,0.68131,7.93584,0.0164849,0.036000000000000004,0.024,10.69268,2019.0,6.1049578059071665,10.349695603249657,60.230837866620625
"Gartner, Inc.",NYSE:IT,FQ12019,Mar2019,2019-03-31,151.68,970.444,0.6427970000000001,104.229,0.087026,20.795,16.1875,0.01668,0.1801,0.23,IT Consulting & Other Services ,3.695531,0.66799,5.36886,0.018625199999999998,0.038,0.024300000000000002,9.51234,2019.0,0.0,0.0,0.0
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ42023,Dec2023,2023-12-31,77.32,5206.0,0.414137,991.0,0.178832,403.0,357.0,0.068574,0.78462,0.88,Health Care Equipment ,1.349247,1.04777,8.00191,0.0335212,0.037000000000000005,0.0533,15.66514,2023.0,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ32023,Sep2023,2023-09-30,68.04,4822.0,0.401285,887.0,0.152218,375.0,401.125,0.083186,0.88159,0.8212700000000001,Health Care Equipment ,1.454881,1.25155,6.81884,0.036997,0.038,0.0533,15.6648,2023.0,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ22023,Jun2023,2023-06-30,81.24,4817.0,0.40274,826.0,0.158397,418.0,341.25,0.070842,0.75,0.91,Health Care Equipment ,1.448586,1.21884,6.44526,0.0296918,0.036000000000000004,0.0508,15.61536,2023.0,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ12023,Mar2023,2023-03-31,82.03,4707.0,0.401742,810.0,0.159124,372.0,330.25,0.070161,0.72582,0.41538,Health Care Equipment ,1.534,1.1661,6.36765,0.0498497,0.035,0.0483,14.71568,2023.0,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ42022,Dec2022,2022-12-31,58.38,4938.0,0.391251,938.0,0.178007,554.0,429.75,0.087029,0.94659,1.22026,Health Care Equipment ,0.9002290000000001,1.15672,16.5375,0.06454399999999999,0.035,0.0433,0.0,2022.0,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ32022,Sep2022,2022-09-30,0.0,4576.0,0.387456,767.0,0.15515700000000002,487.0,382.75,0.08364200000000001,0.84306,1.07,Health Care Equipment ,0.021316,1.09691,407,0.0820167,0.035,0.0308,0.0,2022.0,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ22022,Jun2022,2022-06-30,0.0,4484.0,0.400535,790.0,0.141168,485.0,386.375,0.086167,0.85105,1.06643,Health Care Equipment ,0.021593,1.10683,37.72727,0.0905976,0.036000000000000004,0.0158,0.0,2022.0,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ12022,Mar2022,2022-03-31,0.0,4343.0,0.386368,670.0,0.141376,389.0,320.125,0.07371,0.70512,0.85683,Health Care Equipment ,0.025863999999999998,0.0,111.66667,0.0854246,0.036000000000000004,0.0033,0.0,2022.0,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ42021,Dec2021,2021-12-31,0.0,4589.0,0.405752,880.0,0.179341,564.0,459.875,0.10021200000000001,0.0,0.0,Health Care Equipment ,0.025863999999999998,1.03535,154.375,0.07036400000000001,0.039,0.0007000000000000001,0.0,2021.0,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ32021,Sep2021,2021-09-30,0.0,4305.0,0.41045200000000004,808.0,0.17444800000000002,514.0,410.125,0.095267,0.0,0.0,Health Care Equipment ,0.0,0.0,80.8,0.0539035,0.047,0.0006,0.0,2021.0,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ22021,Jun2021,2021-06-30,0.0,4346.0,0.407961,866.0,0.186493,584.5,440.75,0.101415,0.0,0.0,Health Care Equipment ,0.0,0.0,72.16667,0.0539145,0.059000000000000004,0.0008,0.0,2021.0,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ12021,Mar2021,2021-03-31,0.0,4346.0,0.407961,866.0,0.186493,584.5,440.75,0.101415,0.0,0.0,Health Care Equipment ,0.002337,0.0,72.16667,0.026197599999999998,0.061,0.0006,0.0,2021.0,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ42020,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Health Care Equipment ,0.0,0.0,0,,,,0.0,,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ32020,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Health Care Equipment ,0.0,0.0,0,,,,0.0,,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ22020,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Health Care Equipment ,0.0,0.0,0,,,,0.0,,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ12020,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Health Care Equipment ,0.0,0.0,0,,,,0.0,,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ42019,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Health Care Equipment ,0.0,0.0,0,,,,0.0,,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ32019,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Health Care Equipment ,0.0,0.0,0,,,,0.0,,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ22019,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Health Care Equipment ,0.0,0.0,0,,,,0.0,,,,
GE HealthCare Technologies Inc.,NasdaqGS:GEHC,FQ12019,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Health Care Equipment ,0.0,0.0,0,,,,0.0,,,,
Gen Digital Inc.,NasdaqGS:GEN,FQ42023,Mar2023,2023-03-31,17.16,947.0,0.799366,430.0,0.446673,915.0,105.625,0.11153600000000001,0.1653,1.42227,Systems Software ,4.4631810000000005,0.43278,2.59821,0.0498497,0.035,0.0483,3.4375,2023.0,-16.900726392251812,54.738562091503276,186.66666666666666
Gen Digital Inc.,NasdaqGS:GEN,FQ32023,Dec2022,2022-12-30,21.43,936.0,0.809829,447.0,0.470085,165.0,141.875,0.15157500000000002,0.21928,0.25,Systems Software ,7.731297,0.47811,2.94805,0.06454399999999999,0.035,0.0433,2.05008,2022.0,3.7772397094431054,52.94117647058824,198.0
Gen Digital Inc.,NasdaqGS:GEN,FQ22023,Sep2022,2022-09-30,20.14,748.0,0.840909,283.0,0.372994,69.0,133.125,0.177974,0.22564,0.11695,Systems Software ,5.961719,0.57416,6,0.0820167,0.035,0.0308,2.56884,2022.0,-2.4697336561743244,22.22222222222222,88.66666666666667
Gen Digital Inc.,NasdaqGS:GEN,FQ12023,Jul2022,2022-07-01,22.28,707.0,0.855728,287.0,0.40169699999999997,200.0,144.375,0.204207,0.24978,0.33,Systems Software ,,0.62081,9.45161,0.0852482,0.035,0.0158,-0.52331,2022.0,7.89346246973367,15.522875816993464,91.33333333333333
Gen Digital Inc.,NasdaqGS:GEN,FQ42022,Apr2022,2022-04-01,26.94,716.0,0.858938,353.0,0.488826,120.0,183.125,0.255761,0.31465,0.19933,Systems Software ,,0.73736,11.58065,0.0825863,0.037000000000000005,0.0033,-0.15979,2022.0,30.460048426150138,16.99346405228758,135.33333333333331
Gen Digital Inc.,NasdaqGS:GEN,FQ32022,Dec2021,2021-12-31,25.98,702.0,0.8504269999999999,347.0,0.48717900000000003,202.0,175.0,0.24928699999999998,0.30069,0.34,Systems Software ,,0.74818,11,0.07036400000000001,0.039,0.0007000000000000001,-0.16838,2021.0,25.811138014527856,14.705882352941178,131.33333333333331
Gen Digital Inc.,NasdaqGS:GEN,FQ22022,Oct2021,2021-10-01,25.56,692.0,0.855491,316.0,0.452312,333.0,164.375,0.237536,0.28243,0.56,Systems Software ,,0.69296,10.41935,0.0622187,0.045,0.0008,-0.39863,2021.0,23.7772397094431,13.071895424836603,110.66666666666667
Gen Digital Inc.,NasdaqGS:GEN,FQ12022,Jul2021,2021-07-02,27.2,686.0,0.851311,320.0,0.459183,181.0,165.0,0.240524,0.28448,0.31,Systems Software ,,0.80414,10.1875,0.053654799999999996,0.054000000000000006,0.001,-0.85542,2021.0,31.719128329297824,12.091503267973856,113.33333333333333
Gen Digital Inc.,NasdaqGS:GEN,FQ42021,Apr2021,2021-04-02,21.42,672.0,0.8526779999999999,311.0,0.45386899999999997,194.0,153.125,0.227864,0.2631,0.32838,Systems Software ,,0.72004,9.07857,0.041597,0.061,0.0007000000000000001,-0.86207,2021.0,3.7288135593220493,9.803921568627452,107.33333333333333
Gen Digital Inc.,NasdaqGS:GEN,FQ32021,Jan2021,2021-01-01,20.78,639.0,0.863849,303.0,0.467918,178.0,158.75,0.248435,0.26771,0.29838,Systems Software ,,1.01483,9.625,0.0139977,0.064,0.0009,-0.83816,2021.0,0.6295399515738623,4.411764705882353,102.0
Gen Digital Inc.,NasdaqGS:GEN,FQ22021,Oct2020,2020-10-02,20.56,626.0,0.85623,276.0,0.41853,64.0,131.25,0.209664,0.22171,0.11,Systems Software ,,1.02517,7.67568,0.0118207,0.068,0.0009,-0.80405,2020.0,-0.43583535108958776,2.287581699346405,84.0
Gen Digital Inc.,NasdaqGS:GEN,FQ12021,Jul2020,2020-07-03,20.01,614.0,0.859934,287.0,0.433224,118.0,128.75,0.20969000000000002,0.21822,0.18951,Systems Software ,,0.76531,7.375,0.0098608,0.102,0.0009,-0.8511,2020.0,-3.0992736077481697,0.32679738562091504,91.33333333333333
Gen Digital Inc.,NasdaqGS:GEN,FQ42020,Apr2020,2020-04-03,18.29,614.0,0.842019,238.0,0.299674,231.0,90.625,0.147597,0.15129,0.35872,Systems Software ,432.2,1.17429,5.075,0.003291,0.14800000000000002,0.0005,0.01698,2020.0,-11.428571428571427,0.32679738562091504,58.666666666666664
Gen Digital Inc.,NasdaqGS:GEN,FQ32020,Jan2020,2020-01-03,25.83,618.0,0.833333,205.0,0.25404499999999997,2845.0,80.625,0.130461,0.12983,4.40162,Systems Software ,0.529215,2.87948,4.29412,0.0248657,0.036000000000000004,0.0155,14.13192,2020.0,25.08474576271186,0.9803921568627451,36.666666666666664
Gen Digital Inc.,NasdaqGS:GEN,FQ22020,Oct2019,2019-10-04,23.48,608.0,0.8404600000000001,305.0,0.24177600000000002,785.0,48.125,0.079152,0.07762,1.21994,Systems Software ,0.758671,1.93038,7,0.0176404,0.036000000000000004,0.0182,9.81059,2019.0,13.704600484261512,-0.6535947712418301,103.33333333333334
Gen Digital Inc.,NasdaqGS:GEN,FQ12020,Jul2019,2019-07-05,25.0,650.0,0.852307,210.0,0.26615300000000003,26.0,65.625,0.100961,0.10602,0.04131,Systems Software ,0.8887609999999999,0.70981,4.69388,0.018114699999999997,0.037000000000000005,0.0242,8.50891,2019.0,21.065375302663448,6.209150326797386,40.0
Gen Digital Inc.,NasdaqGS:GEN,FQ42019,Mar2019,2019-03-29,22.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Systems Software ,0.7758799999999999,0.84599,0,0.018625199999999998,0.038,0.024300000000000002,9.10794,2019.0,11.331719128329299,-100.0,-100.0
Gen Digital Inc.,NasdaqGS:GEN,FQ32019,Dec2018,2018-12-28,18.56,615.0,0.8211379999999999,256.0,0.21300799999999998,65.0,25.625,0.041666,0.04023,0.10187,Systems Software ,0.854216,1.02223,4.83019,0.0191016,0.039,0.024,9.24257,2018.0,-10.121065375302663,0.49019607843137253,70.66666666666667
Gen Digital Inc.,NasdaqGS:GEN,FQ22019,Sep2018,2018-09-28,21.28,612.0,0.810457,292.0,0.155228,-8.0,12.5,0.020424,0.01984,-0.01429,Systems Software ,0.8468899999999999,1.00205,5.61538,0.0227697,0.037000000000000005,0.0218,9.41456,2018.0,3.0508474576271314,0.0,94.66666666666667
Gen Digital Inc.,NasdaqGS:GEN,FQ12019,Jun2018,2018-06-29,20.65,612.0,0.820261,150.0,0.178104,-60.0,-6.875,-0.011233,-0.01102,-0.09615,Systems Software ,0.850287,1.15757,2.88462,0.0287155,0.04,0.0191,9.37876,2018.0,0.0,0.0,0.0
Generac Holdings Inc.,NYSE:GNRC,FQ42023,Dec2023,2023-12-31,129.24,1063.67,0.365455,193.881,0.166111,96.601,79.33225,0.07458300000000001,1.31363,1.56732,Electrical Components & Equipment ,0.701971,2.26812,8.22233,0.0335212,0.037000000000000005,0.0533,38.91485,2023.0,152.27405816904164,126.14291819123085,131.41680592026736
Generac Holdings Inc.,NYSE:GNRC,FQ32023,Sep2023,2023-09-30,108.96,1070.667,0.35098399999999996,147.727,0.122815,60.377,49.78175,0.046496,0.81119,0.97,Electrical Components & Equipment ,0.6932240000000001,2.40758,6.34638,0.036997,0.038,0.0533,38.51927,2023.0,112.68787819636931,127.6305243083386,76.32728574838865
Generac Holdings Inc.,NYSE:GNRC,FQ22023,Jun2023,2023-06-30,149.13,1000.42,0.328283,127.219,0.112317,45.198,38.07175,0.038055,0.61683,0.7,Electrical Components & Equipment ,0.716716,2.42633,5.41701,0.0296918,0.036000000000000004,0.0508,38.87104,2023.0,191.0989654499317,112.69557119865293,51.84888994986869
Generac Holdings Inc.,NYSE:GNRC,FQ12023,Mar2023,2023-03-31,108.01,887.91,0.30689900000000003,84.434,0.079181,12.43,12.02525,0.013543000000000001,0.19535,0.05,Electrical Components & Equipment ,0.742111,2.40105,4.06641,0.0498497,0.035,0.0483,37.6086,2023.0,110.83349599843844,88.77523902260641,0.7806158987825212
Generac Holdings Inc.,NYSE:GNRC,FQ42022,Dec2022,2022-12-31,100.66,1049.232,0.327064,148.104,0.128023,71.015,52.69775,0.050225,0.84491,0.82769,Electrical Components & Equipment ,0.647621,2.19985,8.05086,0.06454399999999999,0.035,0.0433,36.75504,2022.0,96.4864337302362,123.07330877022149,76.77727381236573
Generac Holdings Inc.,NYSE:GNRC,FQ32022,Sep2022,2022-09-30,178.14,1088.258,0.331818,126.688,0.104087,58.27,42.849,0.039373,0.67746,0.83,Electrical Components & Equipment ,0.621174,2.09321,8.52752,0.0820167,0.035,0.0308,36.6002,2022.0,247.72594183095845,131.3704813193495,51.2150871329673
Generac Holdings Inc.,NYSE:GNRC,FQ22022,Jun2022,2022-06-30,210.58,1291.391,0.35387,255.942,0.187952,156.359,128.22575,0.09929199999999999,2.01415,2.21,Electrical Components & Equipment ,0.603734,2.12537,25.55447,0.0905976,0.036000000000000004,0.0158,37.89378,2022.0,311.0482139371463,174.55783209631915,205.49295774647888
Generac Holdings Inc.,NYSE:GNRC,FQ12022,Mar2022,2022-03-31,297.26,1135.856,0.3176,193.196,0.159165,113.858,87.902,0.077388,1.38539,1.57,Electrical Components & Equipment ,0.519001,1.69604,20.80846,0.0854246,0.036000000000000004,0.0033,36.14986,2022.0,480.2459496388835,141.49011487117122,130.5991883504416
Generac Holdings Inc.,NYSE:GNRC,FQ42021,Dec2021,2021-12-31,351.92,1067.071,0.33975099999999997,226.305,0.201106,142.895,114.45988,0.107265,1.81704,2.03306,Electrical Components & Equipment ,0.477072,1.59915,24.3376,0.07036400000000001,0.039,0.0007000000000000001,34.74277,2021.0,586.9412453640446,126.86599213781986,170.11816662687994
Generac Holdings Inc.,NYSE:GNRC,FQ32021,Sep2021,2021-09-30,408.67,942.698,0.356417,196.795,0.197077,131.57,102.1695,0.10837899999999999,1.62975,1.93,Electrical Components & Equipment ,0.562825,1.88953,25.24524,0.0539035,0.047,0.0006,28.24954,2021.0,697.7161819246535,100.42351170291248,134.89496299832894
Generac Holdings Inc.,NYSE:GNRC,FQ22021,Jun2021,2021-06-30,415.15,919.981,0.36928400000000006,204.181,0.210878,127.036,108.56575,0.118008,1.73413,2.01,Electrical Components & Equipment ,0.554734,2.02396,27.0487,0.0539145,0.059000000000000004,0.0008,26.28376,2021.0,710.3650204958032,95.59373491824226,143.7109095249463
Generac Holdings Inc.,NYSE:GNRC,FQ12021,Mar2021,2021-03-31,327.45,807.434,0.398563,207.361,0.245348,148.993,112.43113,0.139244,1.79951,2.33,Electrical Components & Equipment ,0.590018,2.61537,27.45345,0.026197599999999998,0.061,0.0006,24.21978,2021.0,539.1762639078664,71.66553630996293,147.50656481260444
Generac Holdings Inc.,NYSE:GNRC,FQ42020,Dec2020,2020-12-31,227.41,761.082,0.394441,191.151,0.238351,125.001,103.39413,0.135851,1.65725,1.97287,Electrical Components & Equipment ,0.651562,2.60276,24.75512,0.0136201,0.067,0.0009,22.1206,2020.0,343.90005855943787,61.810810178738095,128.1582716638816
Generac Holdings Inc.,NYSE:GNRC,FQ32020,Sep2020,2020-09-30,193.64,701.355,0.39373600000000003,172.805,0.23316099999999998,114.97,91.78813,0.130872,1.47206,1.82,Electrical Components & Equipment ,0.758454,2.66124,21.64239,0.0137133,0.078,0.0009,19.57621,2020.0,277.9816513761468,49.11247509848986,106.26044402005252
Generac Holdings Inc.,NYSE:GNRC,FQ22020,Jun2020,2020-06-30,121.93,546.848,0.38215899999999997,106.356,0.177782,66.145,53.84363,0.09846099999999999,0.86472,1.02,Electrical Components & Equipment ,0.859053,2.66499,13.71253,0.0064573,0.11,0.0008,17.48259,2020.0,138.0050751512786,16.26331712564817,26.94676533778944
Generac Holdings Inc.,NYSE:GNRC,FQ12020,Mar2020,2020-03-31,93.17,475.915,0.36208100000000004,78.978,0.148436,44.46,34.08338,0.071616,0.54861,0.68,Electrical Components & Equipment ,0.8901359999999999,2.50245,8.99036,0.0153933,0.044000000000000004,0.0008,16.3326,2020.0,81.8660940854968,1.182516110240609,-5.7316782048221615
Generac Holdings Inc.,NYSE:GNRC,FQ42019,Dec2019,2019-12-31,100.59,590.932,0.37605299999999997,122.576,0.19148199999999999,69.614,59.18113,0.10014799999999999,0.95366,1.11978,Electrical Components & Equipment ,0.855398,2.40578,12.35545,0.0228513,0.036000000000000004,0.0155,16.50103,2019.0,96.34979504196761,25.63585222162929,46.30699450942945
Generac Holdings Inc.,NYSE:GNRC,FQ32019,Sep2019,2019-09-30,78.34,601.135,0.361843,121.05,0.187914,75.574,60.02763,0.099857,0.9686,1.18,Electrical Components & Equipment ,0.996271,2.38948,11.52485,0.017113100000000003,0.035,0.019,14.93869,2019.0,52.91821198516495,27.805074061396436,44.485557412270225
Generac Holdings Inc.,NYSE:GNRC,FQ22019,Jun2019,2019-06-30,69.41,541.916,0.36138,105.666,0.181166,61.958,50.58513,0.09334400000000001,0.81692,0.98,Electrical Components & Equipment ,1.066386,2.18941,10.33467,0.0164849,0.036000000000000004,0.024,13.88324,2019.0,35.48701932461448,15.214742969641959,26.123179756505127
Generac Holdings Inc.,NYSE:GNRC,FQ12019,Mar2019,2019-03-31,51.23,470.353,0.344794,83.78,0.162675,44.861,37.06325,0.078798,0.6001,0.76,Electrical Components & Equipment ,1.11907,2.05976,8.40917,0.018625199999999998,0.038,0.024300000000000002,12.91248,2019.0,0.0,0.0,0.0
General Dynamics Corporation,NYSE:GD,FQ42023,Dec2023,2023-12-31,259.67,11668.0,0.16480899999999998,1354.0,0.101045,1005.0,766.875,0.065724,2.81113,3.63618,Aerospace & Defense ,0.520353,1.43713,10.875,0.0335212,0.037000000000000005,0.0533,77.97294,2023.0,53.39673913043479,25.990713745815786,9.724473257698541
General Dynamics Corporation,NYSE:GD,FQ32023,Oct2023,2023-10-01,220.97,10571.0,0.156844,1137.0,0.092328,836.0,619.375,0.058591,2.27223,3.04,Aerospace & Defense ,0.551034,1.42708,14.5,0.0324115,0.038,0.0533,73.26144,2023.0,30.535207939508506,14.145340675952923,-7.8606158833063215
General Dynamics Corporation,NYSE:GD,FQ22023,Jul2023,2023-07-02,215.15,10152.0,0.154353,1042.0,0.08687900000000001,744.0,553.75,0.054545,2.02737,2.7,Aerospace & Defense ,0.589639,1.39137,12.7809,0.031777799999999995,0.035,0.0508,71.46482,2023.0,27.097117202268432,9.620991253644315,-15.559157212317668
General Dynamics Corporation,NYSE:GD,FQ12023,Apr2023,2023-04-02,228.21,9881.0,0.154235,1037.0,0.08744,730.0,550.0,0.055662,2.00727,2.64,Aerospace & Defense ,0.633834,1.39421,12.44505,0.0493032,0.034,0.0483,69.69958,2023.0,34.81214555765596,6.694741388618939,-15.964343598055105
General Dynamics Corporation,NYSE:GD,FQ42022,Dec2022,2022-12-31,248.11,10851.0,0.16874,1600.0,0.129941,992.0,756.875,0.06975100000000001,2.76232,3.58636,Aerospace & Defense ,0.6524120000000001,1.37299,15.13839,0.06454399999999999,0.035,0.0433,67.78567,2022.0,46.56781663516069,17.168772270813086,29.65964343598055
General Dynamics Corporation,NYSE:GD,FQ32022,Oct2022,2022-10-02,212.17,9975.0,0.166917,1402.0,0.123909,902.0,658.125,0.065977,2.40265,3.26,Aerospace & Defense ,0.743413,1.3414,16.30233,0.0774543,0.036000000000000004,0.0308,64.41575,2022.0,25.33672022684309,7.709750566893423,13.614262560777956
General Dynamics Corporation,NYSE:GD,FQ22022,Jul2022,2022-07-03,223.86,9189.0,0.17325,1276.0,0.11579,766.0,576.875,0.062778,2.08811,2.75,Aerospace & Defense ,0.757839,1.39651,14.46842,0.0852482,0.035,0.0158,63.50057,2022.0,32.24243856332704,-0.7774538386783284,3.403565640194489
General Dynamics Corporation,NYSE:GD,FQ12022,Apr2022,2022-04-03,242.51,9392.0,0.16332999999999998,1207.0,0.111158,730.0,530.625,0.056497,1.9151,2.61,Aerospace & Defense ,0.731264,1.48148,13.32143,0.0825863,0.037000000000000005,0.0033,64.99191,2022.0,43.259688090737235,1.4145340675952922,-2.188006482982172
General Dynamics Corporation,NYSE:GD,FQ42021,Dec2021,2021-12-31,208.47,10292.0,0.171589,1437.0,0.121745,952.0,707.5,0.068742,2.54222,3.39499,Aerospace & Defense ,0.7468389999999999,1.42989,15.355,0.07036400000000001,0.039,0.0007000000000000001,63.66551,2021.0,23.150992438563325,11.132707051074398,16.450567260940034
General Dynamics Corporation,NYSE:GD,FQ32021,Oct2021,2021-10-03,198.22,9568.0,0.170359,1360.0,0.126254,860.0,634.375,0.066301,2.27704,3.07,Aerospace & Defense ,0.9740470000000001,1.48494,14.70707,0.0622187,0.045,0.0008,56.40136,2021.0,17.095935727788277,3.3149767843645392,10.21069692058347
General Dynamics Corporation,NYSE:GD,FQ22021,Jul2021,2021-07-04,188.54,9220.0,0.164316,1264.0,0.118872,737.0,550.625,0.05972,1.96132,2.61,Aerospace & Defense ,1.020951,1.44049,12.47706,0.053654799999999996,0.054000000000000006,0.001,54.90355,2021.0,11.377599243856327,-0.4427167692473815,2.4311183144246353
General Dynamics Corporation,NYSE:GD,FQ12021,Apr2021,2021-04-04,180.83,9389.0,0.159441,1210.0,0.11183199999999999,708.0,528.125,0.056249,1.85893,2.48,Aerospace & Defense ,0.944589,1.3468,10.61789,0.041597,0.061,0.0007000000000000001,54.37608,2021.0,6.823015122873352,1.3821401576503618,-1.9448946515397085
General Dynamics Corporation,NYSE:GD,FQ42020,Dec2020,2020-12-31,148.82,10481.0,0.17879899999999999,1468.0,0.123843,1002.0,740.625,0.070663,2.58688,3.48593,Aerospace & Defense ,0.94068,1.34947,11.84848,0.0136201,0.067,0.0009,54.76077,2020.0,-12.086483931947074,13.17352337760501,18.962722852512158
General Dynamics Corporation,NYSE:GD,FQ32020,Sep2020,2020-09-27,138.21,9431.0,0.167956,1325.0,0.124907,834.0,611.25,0.06481200000000001,2.13387,2.9,Aerospace & Defense ,1.005096,1.29435,12.09322,0.0137133,0.078,0.0009,51.39803,2020.0,-18.354206049149337,1.8356548968793869,7.374392220421394
General Dynamics Corporation,NYSE:GD,FQ22020,Jun2020,2020-06-28,146.05,9264.0,0.151986,1102.0,0.102331,625.0,454.375,0.049047,1.58657,2.18,Aerospace & Defense ,1.149748,1.27273,9.12121,0.0064573,0.11,0.0008,48.51982,2020.0,-13.722826086956516,0.032393909944930355,-10.696920583468396
General Dynamics Corporation,NYSE:GD,FQ12020,Mar2020,2020-03-29,130.07,8749.0,0.16676100000000002,1185.0,0.118756,706.0,530.0,0.060578,1.83665,2.43,Aerospace & Defense ,1.4706059999999999,1.3417,12.02804,0.0153933,0.044000000000000004,0.001,46.12049,2020.0,-23.162807183364844,-5.528560630601447,-3.970826580226904
General Dynamics Corporation,NYSE:GD,FQ42019,Dec2019,2019-12-31,176.35,10773.0,0.174974,1423.0,0.119465,1020.0,758.75,0.07043,2.62725,3.50929,Aerospace & Defense ,0.986335,1.20755,12.5,0.0228513,0.036000000000000004,0.0155,48.37471,2019.0,4.17651228733459,16.3265306122449,15.316045380875204
General Dynamics Corporation,NYSE:GD,FQ32019,Sep2019,2019-09-29,183.02,9761.0,0.18317699999999998,1413.0,0.13031399999999999,913.0,681.25,0.06979300000000001,2.36238,3.14,Aerospace & Defense ,1.139791,1.10556,13.34211,0.017113100000000003,0.035,0.0183,46.81948,2019.0,8.116729678638947,5.398984990821726,14.505672609400325
General Dynamics Corporation,NYSE:GD,FQ22019,Jun2019,2019-06-30,181.82,9555.0,0.176452,1316.0,0.123076,806.0,614.375,0.06429800000000001,2.13251,2.77,Aerospace & Defense ,1.210142,1.08566,11.84874,0.0164849,0.036000000000000004,0.024,44.68741,2019.0,7.4078449905482,3.1746031746031744,6.645056726094004
General Dynamics Corporation,NYSE:GD,FQ12019,Mar2019,2019-03-31,169.28,9261.0,0.17579,1234.0,0.118669,745.0,571.875,0.06175,1.98625,2.56,Aerospace & Defense ,1.2458719999999999,1.22656,11.35897,0.018625199999999998,0.038,0.024300000000000002,42.45189,2019.0,0.0,0.0,0.0
General Electric Company,NYSE:GE,FQ42023,Dec2023,2023-12-31,127.63,19423.0,0.22195299999999998,1759.0,0.071204,1592.0,1223.125,0.062973,1.1242,1.44645,Aerospace & Defense ,0.802554,1.17539,6.63514,0.0335212,0.037000000000000005,0.0533,25.15399,2023.0,59.697197197197184,-12.516890370236917,-39.11388023537556
General Electric Company,NYSE:GE,FQ32023,Sep2023,2023-09-30,110.55,17346.0,0.21809,2349.0,0.113628,348.0,1059.625,0.061086999999999995,0.97392,0.23621,Aerospace & Defense ,0.7639109999999999,1.17171,8.91608,0.036997,0.038,0.0533,26.33716,2023.0,38.325825825825824,-21.871903432123233,-18.69158878504673
General Electric Company,NYSE:GE,FQ22023,Jun2023,2023-06-30,109.85,16699.0,0.217438,1753.0,0.083897,35.0,672.875,0.040293999999999996,0.61788,-0.01805,Aerospace & Defense ,0.737734,1.25162,7.33708,0.0296918,0.036000000000000004,0.0508,28.65824,2023.0,37.44994994994994,-24.786055310332404,-39.32156455520941
General Electric Company,NYSE:GE,FQ12023,Mar2023,2023-03-31,95.6,14486.0,0.214621,1460.0,0.075452,7506.0,655.75,0.045267,0.60216,6.70374,Aerospace & Defense ,0.746549,1.25134,6.15242,0.0498497,0.035,0.0483,29.06351,2023.0,19.61961961961961,-34.753625799477526,-49.46348217376254
